word,normalized_word,frequency
पक्ों,पक्षों,2
संगतत,संगति,2
अनुभवी,अनुभवी,2
प्रततीतत,प्रतिति,2
स्वतत,स्वत,2
अभिवयक्,अभिव्यक्ति,2
सुिवधा,सुविधा,2
वगर्,वर्ग,2
कयारी,क्यारी,2
खोटा,खोटा,2
बचेगी,बचेगी,2
कायरता,कायरता,2
बंदा,बंदा,2
ग्यारह,ग्यारह,2
रगेदता,रगड़ता,2
संगठित,संगठित,2
प्रपंच,प्रपंच,2
तैयारियों,तैयारियों,2
पर््यवेक्षण,पर्यवेक्षण,2
वेबलिंक,वेबलिंक,2
कृतित्व,कृतित्व,2
गौरवशाली,गौरवशाली,2
साड़ी,साड़ी,2
गपशप,गपशप,2
मुसकरा,मुस्करा,2
उगो,उगाओ,2
मज़बूत,मज़बूत,2
बनो,बनो,2
हायाशी,हायाशी,2
मंजुला,मंजुला,2
शप,शपथ,2
पयार्प्त,पर्याप्त,2
रचचार्,रचचार्य,2
मापक,मापक,2
लगेंगी,लगेंगी,2
संदर्भगतत,संदर्भगत,2
पातते,पाते,2
असीमितत,असीमित,2
पंत,पंत,2
दीक्षित,दीक्षित,2
सत््यम,सत्यम्,2
चंदू,चंदू,2
पाव,पाव,2
कड़ाही,कड़ाही,2
चाशनी,चाशनी,2
नीहार,निहार,2
अरुण,अरुण,2
हार््ददिक,हार्दिक,2
कार््यरतत,कार्यरत,2
प्रकाेष्,प्रकोष्ठ,2
आॅपरेटर,ऑपरेटर,2
ॠततु,ऋतु,2
सिंघानिया,सिंघानिया,2
सावर्जिनक,सार्वजनिक,2
मागर्,मार्ग,2
प्रिक्रया,प्रक्रिया,2
कृित्रम,कृत्रिम,2
बदलना,बदलना,2
उपयुर्क्,उपयुक्त,2
जुड़,जुड़,2
अानंदमयी,आनंदमयी,2
उगता,उगता,2
बायीं,बाईं,2
दायीं,दाईं,2
अबके,अबके,2
स््ममिथ,स्मिथ,2
अलवर,अलवर,2
जनयुग,जनयुग,2
प्रक्रियाओं,प्रक्रियाओं,2
बखूबी,बखूबी,2
गुना,गुना,2
रसकर,रस्कर,2
वशिष्,वशिष्ठ,2
नूततन,नूतन,2
कचरे,कचरे,2
पाटकर,पाटकर,2
खरे,खरे,2
वसंतती,वसंती,2
कोहली,कोहली,2
षद्,षड्,2
सुनीत,सुनील,2
ऑपरेटटर,ऑपरेटर,2
हुसैन,हुसैन,2
फातिमा,फातिमा,2
गाँधी,गांधी,2
पित्रका,पत्रिका,2
दावत,दावत,2
लससी,लस्सी,2
तीनन,तीन,2
गयारह,ग्यारह,2
तेरह,तेरह,2
अठारह,अठारह,2
फलता,फलता,2
प्रीतिभोज,प्रीतिभोज,2
ताश,ताश,2
यादों,यादों,2
हटट,हट्ट,2
भिड़ना,भिड़ना,2
उबले,उबले,2
सवादानुसार,स्वादानुसार,2
ओड़िआ,ओड़िया,2
रयों,रसों,2
झूलना,झूलना,2
झूल,झूल,2
चढ़ना,चढ़ना,2
डरावना,डरावना,2
झूलने,झूलने,2
सखियों,सखियों,2
खगभक्षी,खगभक्षी,2
अखिल,अखिल,2
अततुलनीय,अतुलनीय,2
उत्कर्ष,उत्कर्ष,2
मनमानी,मनमानी,2
ह्ू,हूँ,2
तेइस,तेईस,2
मनुज,मनुज,2
गोलों,गोलों,2
क््रांति,क्रांति,2
शर,शर,2
टोलोंंं,टोलों,2
भेड़,भेड़,2
भाजियाँ,भाजियाँ,2
अधूरी,अधूरी,2
प्रश,प्रश्न,2
अज्ञान,अज्ञान,2
मनोभाव,मनोभाव,2
प्रदर्शशित,प्रदर्शित,2
विन्यास,विन्यास,2
पुष्,पुष्ट,2
तैरकर,तैरकर,2
जुड़़े,जुड़े,2
कार््यक्ेत्र,कार्यक्षेत्र,2
अनेकार्थी,अनेकार्थी,2
ययादि,यथादि,2
हड़बड़ाकर,हड़बड़ाकर,2
शशोर,शोर,2
लौटटा,लौटा,2
बेतहाशशा,बेतहाशा,2
वरदान,वरदान,2
संपनन,संपन्न,2
कलाकृतियों,कलाकृतियों,2
आर्इं,आईं,2
समर््पपित,समर्पित,2
भगिनी,भगिनी,2
बैनी,बहिनी,2
जमकर,जमकर,2
पतन,पतन,2
साइ,साई,2
किल,किल,2
खग,खग,2
क्रूरता,क्रूरता,2
आजीवन,आजीवन,2
ख्याित,ख्याति,2
अिधकांश,अधिकांश,2
रस््सी,रस्सी,2
कारावासस,कारावास,2
ससमयय,समय,2
तिर,तीर,2
व्यापक,व्यापक,2
कृित,कृति,2
पाइप,पाइप,2
कद्दू,कद्दू,2
बुंदेलखंड,बुंदेलखंड,2
असहयोग,असहयोग,2
रसोईघर,रसोईघर,2
विष्,विष,2
पूर,पूर,2
कुशलतापूर््वक,कुशलतापूर्वक,2
पपड़ता,पपड़ता,2
पदवी,पदवी,2
दलहनन,दलहन,2
सिंहनी,सिंहनी,2
थथाथायी,थरथरायी,2
गुणण,गुण,2
फैसला,फैसला,2
बढावा,बढ़ावा,2
ठठोस,ठोस,2
झंझा,झंझा,2
लरजता,लरजता,2
मोि,मोड़,2
चढ़ाई,चढ़ाई,2
दद्ा,दर्द,2
झेला,झेला,2
रयोजना,योजना,2
सुमेिलत,सुमेलित,2
राजकुमारी,राजकुमारी,2
झगड़ा,झगड़ा,2
सेिवका,सेविका,2
घबराना,घबराना,2
